@relation 123

@attribute TEMPINC numeric
@attribute DEWPOINTTEMPINC numeric
@attribute RELHUMINPERCENT numeric
@attribute WINDDIRIN10SDEG numeric
@attribute WINDSPDINKMH numeric
@attribute VISIBILITYINKM numeric
@attribute STNPRESSINKPA numeric
@attribute WINDCHILL numeric
@attribute Class {1,2,3}

@data
-3.9,-6.7,81,32,19,24.1,99.27,-10,1
-3.5,-6.3,81,31,15,24.1,99.28,-9,1
-6.6,-8.8,84,4,6,24.1,99.49,-10,2
-3.3,-6.8,77,2,6,24.1,99.52,-6,2
-19.9,-24.6,66,21,17,24.1,101.1,-30,2
-16.5,-19,81,23,28,24.1,101.02,-28,2
-13.9,-15.5,88,23,24,24.1,101,-24,2
-11.7,-14.5,80,23,20,24.1,100.93,-20,2
-12.8,-15.3,81,28,24,24.1,101.5,-22,2
-18.4,-21.9,74,26,9,24.1,101.73,-25,2
-19.8,-23.6,72,23,9,24.1,101.78,-27,2
-20.4,-24.3,71,23,13,24.1,101.8,-29,2
-22.8,-27.3,67,22,11,24.1,101.82,-31,2
-23.5,-28.2,65,24,19,24.1,101.81,-35,2
-20.6,-23.7,76,20,9,24.1,101.72,-27,2
-19.2,-25.4,58,20,17,24.1,101.7,-29,2
-17.9,-20.6,79,22,19,24.1,101.67,-28,2
-4.8,-7.6,81,22,20,24.1,101.02,-11,1
-6.5,-8,89,16,32,24.1,100.44,-15,1
-6.4,-7.9,89,16,22,24.1,100.35,-14,1
-5.8,-7.2,90,14,19,24.1,100.18,-12,1
-5.7,-6.4,95,16,24,24.1,100.06,-13,1
-5.6,-6.3,95,15,20,24.1,99.9,-12,1
-4.7,-7.5,81,15,20,24.1,99.76,-11,1
-3.8,-5.8,86,16,32,24.1,99.63,-12,1
-2.9,-5,85,16,28,24.1,99.43,-10,1
-2.8,-5.5,82,15,28,24.1,99.16,-10,1
-21,-26,64,6,11,24.1,99.94,-29,2
-22.3,-27.3,64,5,11,24.1,99.91,-30,2
-23.5,-28.1,66,5,11,24.1,99.94,-32,2
-13.9,-21.7,52,12,11,24.1,99.55,-20,1
-17.4,-23,62,9,11,24.1,99.28,-25,1
-17.1,-22.1,65,10,19,24.1,99.17,-27,1
-16.5,-20.2,73,10,11,24.1,98.71,-23,1
-16.1,-19.2,77,10,11,24.1,98.61,-23,1
-15.8,-18.7,78,10,9,24.1,98.51,-22,1
-15.2,-17.7,81,11,11,24.1,98.43,-22,1
-13.4,-15.8,82,13,19,24.1,98.33,-22,1
-11.7,-14.3,81,13,17,24.1,98.25,-19,1
-5.6,-9.4,75,15,7,24.1,97.95,-9,1
-7.4,-9.6,84,4,4,24.1,97.95,-9,1
-7.7,-9.5,87,32,6,24.1,97.98,-11,1
-6.7,-8.8,85,33,9,19.3,97.92,-11,1
-6.7,-8.8,85,35,9,19.3,97.94,-11,1
-6.9,-9.2,84,31,17,19.3,97.97,-13,1
-6.8,-9.4,82,33,7,24.1,97.97,-10,1
-7,-9.5,82,33,15,24.1,98,-13,1
-13.2,-18.7,63,32,19,24.1,99.11,-22,1
-13.7,-20.5,56,35,19,24.1,99.21,-22,2
-14.1,-21,56,36,15,24.1,99.23,-22,2
-16.6,-23.5,55,2,15,24.1,99.28,-25,2
-19.5,-24.7,63,3,11,24.1,99.32,-27,2
-21.1,-25.4,68,2,11,24.1,99.35,-29,2
-22.4,-26.8,67,3,11,24.1,99.35,-31,2
-23.5,-27.7,68,4,15,24.1,99.34,-33,2
-23.8,-27.7,70,3,11,24.1,99.35,-32,2
-14.1,-22.3,50,6,22,24.1,99.13,-23,2
-15.4,-23.4,50,5,19,24.1,99.16,-24,2
-17.4,-24.8,52,6,17,24.1,99.22,-26,2
-23.4,-29,60,5,15,24.1,99.45,-33,2
-24.5,-29.9,61,4,15,24.1,99.49,-35,2
-25.8,-31.1,61,5,15,24.1,99.52,-36,2
-26.5,-31.7,61,3,11,24.1,99.55,-35,2
-27.2,-32.1,63,2,7,24.1,99.64,-34,2
-28.1,-32.6,65,2,11,24.1,99.68,-37,2
-27.9,-32.6,64,2,11,24.1,99.77,-37,2
-17.7,-25,53,36,6,24.1,100.49,-22,1
-15.7,-19.9,70,36,11,24.1,98.41,-22,1
-12,-18.1,60,36,9,24.1,98.67,-17,1
-11.1,-17.8,58,34,9,24.1,98.71,-16,1
-14.7,-19.9,65,36,4,24.1,99.04,-18,1
-14.5,-19.5,66,1,6,24.1,99.04,-19,1
-16.5,-20.5,71,1,7,24.1,99.14,-22,1
-16,-20,71,2,4,24.1,99.14,-19,1
-12.6,-19.4,57,33,17,24.1,99.37,-20,1
-14,-21.1,55,34,7,24.1,99.44,-19,1
-16.1,-24.1,50,34,7,24.1,99.64,-21,1
-25.2,-30.3,62,34,4,24.1,99.64,-29,2
-26.2,-31.1,63,34,6,24.1,99.67,-32,2
-27.5,-33,59,34,6,24.1,99.67,-34,2
-28,-33.4,60,35,6,24.1,99.7,-34,2
-1.6,-1.6,100,13,6,4.8,96.35,-4,3
-0.7,-1,98,14,6,6.4,96.42,-3,3
-6.1,-7.7,88,34,19,24.1,99.45,-13,1
-6.8,-8.6,87,28,11,24.1,99.78,-12,2
-6.6,-8.4,87,26,15,24.1,99.81,-13,2
-4.4,-5.2,94,18,19,24.1,99.28,-11,1
-23.9,-28.2,68,33,2,24.1,99.5,-26,2
-22.1,-28.3,57,30,6,24.1,99.54,-27,2
-24.6,-27.7,75,9,6,24.1,99.6,-30,2
-23,-28.3,62,8,6,24.1,99.44,-28,1
-15.7,-22.2,57,11,7,24.1,98.94,-21,1
-15.8,-22.1,58,11,11,24.1,98.87,-23,1
-16.1,-22.1,60,10,9,24.1,98.84,-22,1
-16.1,-22.1,60,9,11,24.1,98.81,-23,1
-16,-22.3,58,9,15,24.1,98.74,-24,1
-15.9,-22.1,59,10,15,24.1,98.67,-24,1
-6.1,-12.7,60,11,9,24.1,97.88,-10,1
-6.5,-12.3,63,10,13,24.1,97.84,-12,1
-6.9,-12.7,63,9,11,24.1,97.78,-12,1
-19.4,-27,51,35,20,24.1,99.5,-30,1
-20.4,-27.5,53,36,19,24.1,99.6,-31,1
-21.1,-27.9,54,35,20,24.1,99.7,-32,1
-24.2,-31,53,1,22,24.1,100.43,-36,1
-23.7,-31.2,50,1,20,24.1,100.4,-35,1
-23.6,-31.2,50,2,19,24.1,100.37,-35,1
-1.2,-3.5,84,22,22,19.3,97.22,-7,1
-2.7,-4.8,85,22,26,19.3,97.28,-10,1
-16.1,-20.4,69,26,32,24.1,100.64,-28,2
-17.5,-20.8,75,21,19,24.1,100.7,-27,2
-17.1,-22.5,63,26,20,24.1,100.68,-27,2
-17.3,-21.3,71,25,24,24.1,100.69,-28,2
-17.2,-19.8,80,25,22,24.1,100.69,-27,2
-18.4,-21.2,79,22,9,24.1,100.68,-25,2
-19,-24.2,63,24,19,24.1,100.68,-29,2
-20.7,-24.7,70,23,15,24.1,100.68,-30,2
-19.4,-25.7,57,24,15,24.1,100.67,-28,2
-21.8,-26,69,21,9,24.1,100.64,-29,2
-23.1,-26.6,73,23,15,24.1,100.65,-33,2
-23.1,-26.6,73,21,15,24.1,100.62,-33,2
-23.1,-26.6,73,23,17,24.1,100.59,-34,2
-23.9,-32.9,43,20,6,24.1,100.54,-30,2
-23.3,-27.9,66,21,4,24.1,100.53,-27,2
-16.5,-19.6,77,5,6,24.1,100.26,-21,1
-19.2,-22.8,73,33,20,24.1,100.23,-29,1
-20.4,-24.3,71,31,24,24.1,100.4,-32,1
-24.8,-29.8,63,31,19,24.1,100.38,-36,2
-26.9,-31.1,68,32,28,24.1,100.4,-41,2
-27.9,-32.3,66,32,24,24.1,100.43,-42,2
-25.5,-29.4,70,32,26,24.1,100.32,-39,2
-24.3,-28,71,29,28,24.1,100.29,-38,2
-23.5,-27.1,72,29,22,24.1,100.2,-35,2
-22.8,-26.2,74,29,28,24.1,100.17,-36,2
-22.2,-25.5,74,29,28,24.1,100.17,-35,2
-20.5,-23.6,76,30,33,24.1,100.18,-34,2
-20.9,-24.9,70,30,35,24.1,100.17,-35,2
-21.1,-26.1,64,29,37,24.1,100.2,-35,2
-22,-27.3,62,29,28,24.1,100.21,-35,2
-21.5,-25.7,69,28,32,24.1,100.2,-35,2
-22.2,-25.5,74,29,32,24.1,100.17,-36,2
-22.5,-26.9,67,28,32,24.1,100.13,-36,2
-22.8,-26.2,74,28,26,24.1,100.11,-35,2
-22.6,-27,67,27,28,24.1,100.09,-36,2
-22.4,-25.8,74,27,32,24.1,100.03,-36,2
-23.3,-26.8,73,26,28,24.1,99.99,-36,2
-22.4,-25.8,74,24,30,24.1,99.89,-36,2
-23.1,-26.6,73,23,20,24.1,99.89,-34,2
-8.3,-17,49,3,6,24.1,100.29,-12,1
-8.9,-18,48,34,2,24.1,100.2,-10,1
-5.1,-7.3,85,12,17,19.3,99.87,-11,1
-13,-14.5,88,22,33,19.3,98.45,-24,2
-13.1,-14.7,88,23,37,19.3,98.57,-25,2
-13.8,-15.4,88,24,37,24.1,98.73,-25,2
-14.7,-17,83,23,30,24.1,98.91,-26,2
-19.4,-25.2,60,5,7,24.1,99.22,-25,2
-20.5,-25.9,62,3,7,24.1,99.21,-26,2
-20.4,-25.8,62,4,11,24.1,99.18,-28,2
-18,-23,65,4,15,24.1,99.08,-27,1
-17.3,-22.1,66,1,7,24.1,99.34,-23,1
-12.7,-14.7,85,12,9,24.1,99.57,-18,1
-9.4,-13.8,70,12,26,24.1,98.97,-18,1
-9,-13.6,69,11,22,24.1,98.85,-17,1
-8.9,-12.6,75,15,24,24.1,98.78,-17,1
-8.3,-11,81,16,32,24.1,98.51,-18,1
-7.7,-10.4,81,16,28,24.1,98.45,-16,1
-6.6,-9.5,80,16,28,24.1,98.44,-15,1
-9.7,-15.4,63,29,6,24.1,98.6,-13,2
-10.8,-17.4,58,29,11,24.1,98.71,-17,2
-11.7,-18.1,59,29,6,24.1,98.8,-15,2
-1.4,-2.6,92,27,15,24.1,94.92,-6,1
-24,-28.7,65,8,9,24.1,99.28,-31,2
-23.9,-28.1,68,9,6,24.1,99.3,-30,2
-17.6,-22.2,67,9,7,24.1,99.32,-23,2
-10.9,-20.1,47,7,13,24.1,99.34,-17,2
-8.9,-17.9,48,9,15,24.1,99.33,-15,2
-7.2,-16.9,46,7,13,24.1,99.32,-13,2
-10.9,-15.7,68,27,11,24.1,99.31,-17,2
-9.5,-15.5,62,28,15,24.1,99.26,-16,2
-9.5,-15.8,60,26,9,24.1,99.26,-14,2
-10.3,-15.6,65,28,13,24.1,99.27,-17,2
-20.1,-25.2,64,14,11,24.1,99.55,-28,2
-8.5,-13.8,66,17,13,24.1,98.38,-14,1
-6.3,-11.4,67,14,15,24.1,98.29,-12,1
-5,-10.4,66,14,9,24.1,98.18,-9,1
-3.5,-9.2,65,21,11,24.1,98.15,-8,1
-4.8,-6,91,34,13,16.1,98.43,-10,1
-4.6,-5.4,94,1,9,19.3,98.51,-8,1
-4.3,-5.6,91,31,6,24.1,98.55,-7,1
-3.6,-5.3,88,26,9,16.1,98.72,-7,1
-2.7,-4.9,85,31,11,24.1,98.79,-7,1
-21,-26.7,60,36,9,24.1,99.19,-28,2
-20.8,-26.2,62,2,9,24.1,99.25,-28,2
-18.8,-25.5,55,1,13,24.1,99.26,-27,2
-17.6,-26,48,32,11,24.1,99.28,-25,2
-18.8,-24.5,61,28,20,24.1,99.25,-29,2
-17.8,-23.9,59,29,22,24.1,99.24,-28,2
-10.7,-16.3,63,18,13,24.1,99.64,-17,1
-10.4,-15.6,66,20,15,24.1,99.61,-17,1
-5,-11,63,26,22,24.1,99.51,-12,1
-5.2,-9.7,71,30,20,24.1,99.51,-12,1
-9.3,-14.2,67,31,24,24.1,98.92,-18,2
-9.4,-17.1,53,32,28,24.1,98.92,-18,2
-9.2,-17,53,34,22,24.1,98.92,-17,2
-9,-16.7,54,34,26,24.1,98.92,-18,2
-19.8,-24.1,69,34,9,24.1,99.25,-27,2
-19.6,-24.1,67,33,11,24.1,99.31,-27,2
-17.7,-22.9,64,35,11,24.1,99.35,-25,2
-16.6,-22.6,60,29,11,24.1,99.35,-24,2
-16.6,-21.4,66,30,20,24.1,99.31,-26,2
-16.2,-21.9,61,28,20,24.1,99.28,-26,2
-16.1,-21.9,61,28,19,24.1,99.25,-25,2
-16,-24.7,47,32,17,24.1,99.21,-25,2
-21.6,-26.1,67,34,15,24.1,99.64,-31,2
-21,-26,64,34,17,24.1,99.74,-31,2
-19.1,-25.2,58,33,13,24.1,99.84,-27,2
-17.7,-24.8,54,32,15,24.1,99.88,-26,2
-17.5,-23.3,61,28,22,24.1,99.94,-28,2
-17.7,-23,63,29,24,24.1,99.98,-28,2
-17.6,-22.6,65,30,22,24.1,100.04,-28,2
-19.4,-23.1,72,4,7,24.1,100.34,-25,2
-16.3,-22,61,7,9,24.1,100.41,-22,2
-14.6,-22.8,50,4,13,24.1,100.41,-22,2
-13.8,-20.8,55,28,20,24.1,100.44,-23,2
-13.5,-20.2,57,29,22,24.1,100.44,-23,2
-13.4,-20.2,57,30,19,24.1,100.44,-22,2
-13,-21.5,49,28,17,24.1,100.37,-21,2
-10.7,-18.7,52,16,24,24.1,99.45,-19,1
-10.3,-17.1,57,15,24,24.1,99.28,-19,1
-7.4,-14.5,57,15,32,24.1,99.08,-16,1
-6.1,-13.6,55,17,32,24.1,98.98,-15,1
-5.1,-12.2,57,16,28,24.1,98.75,-13,1
-4.8,-11.2,61,16,33,24.1,98.55,-13,1
-4,-10.1,62,17,37,24.1,98.39,-12,1
0,0,100,21,4,9.7,99.31,-1,3
-4.8,-11.3,60,36,22,24.1,98.19,-12,2
-3.7,-11.1,56,1,19,24.1,98.25,-10,2
-1.6,-9.5,55,34,22,24.1,98.29,-8,2
-3.1,-6.6,77,32,32,24.1,98.39,-11,2
-3,-6.4,77,32,28,24.1,98.42,-10,2
-2.3,-5.5,79,33,32,24.1,98.42,-10,2
-2.6,-6.2,76,32,30,24.1,98.48,-10,2
-1.5,-3.4,87,10,7,24.1,99.08,-4,1
-4.5,-5.1,96,35,22,24.1,102.4,-11,1
-4,-4.5,96,35,22,24.1,102.43,-11,1
-3.6,-4.1,96,35,19,24.1,102.4,-10,1
-2.6,-2.9,98,1,17,24.1,102.43,-8,1
-2.3,-2.6,98,3,17,24.1,102.43,-8,1
-2.2,-2.8,96,4,19,24.1,102.43,-8,1
-2,-2.3,98,5,20,24.1,102.37,-8,1
-2,-2.5,96,5,19,24.1,102.33,-8,1
-1.6,-1.8,99,5,22,24.1,102.27,-8,1
-1.6,-2.1,96,5,20,24.1,102.16,-7,1
-1.3,-1.5,99,6,13,24.1,102.13,-6,1
-1.5,-3,89,5,13,24.1,102.1,-6,1
-1.5,-2.5,93,6,19,24.1,102.06,-7,1
-1.6,-2.9,91,6,13,24.1,102.06,-6,1
-1.8,-3.1,91,7,7,24.1,102.06,-4,1
-1.8,-3.4,89,9,13,24.1,101.99,-6,1
-1.9,-3.5,89,10,7,24.1,101.93,-5,1
-1.9,-3.5,89,10,9,24.1,101.89,-5,1
-1.8,-3.7,87,11,9,24.1,101.79,-5,1
-2.1,-3.7,89,10,4,24.1,101.72,-4,1
-2.1,-3.5,90,10,4,24.1,101.62,-4,1
-2.1,-3.5,90,10,7,24.1,101.59,-5,1
-2.1,-3.5,90,2,2,24.1,101.52,-3,1
-2.5,-3.1,96,7,7,24.1,101.39,-5,1
-2.4,-3,96,11,6,24.1,101.28,-5,1
-2.4,-3,96,11,6,24.1,101.22,-5,1
-2,-2.5,96,11,7,24.1,101.22,-5,1
-1.2,-1.6,97,9,9,24.1,101.15,-4,1
-1,-1.4,97,8,17,22.5,101.08,-6,1
-0.5,-0.8,98,9,11,24.1,100.98,-4,1
-1.1,-1.2,99,34,22,24.1,100.13,-7,1
-1.1,-1.2,99,35,24,24.1,100.17,-7,1
-1.1,-1.2,99,35,22,24.1,100.24,-7,1
-1.4,-1.6,99,34,33,16.1,100.41,-9,1
-1.4,-1.6,99,34,37,16.1,100.44,-9,1
-1.4,-1.8,97,35,37,16.1,100.51,-9,1
-1.7,-2.2,96,34,41,14.5,100.51,-10,1
-3.2,-3.6,97,35,32,16.1,100.74,-11,1
-2.5,-2.8,98,36,37,19.3,100.68,-10,1
-2.2,-2.8,96,1,37,19.3,100.68,-10,1
-30.8,-35.8,61,29,13,24.1,100.6,-42,2
-31.8,-36.7,62,29,9,24.1,100.6,-41,2
-32.3,-37.2,62,26,11,24.1,100.63,-42,2
-33.2,-38,62,26,11,24.1,100.67,-44,2
-33.9,-38.7,62,29,11,24.1,100.7,-44,2
-23.4,-30.7,51,30,24,24.1,101.16,-36,1
-20.2,-25.6,62,14,13,24.1,101.7,-29,1
-19.4,-25.4,59,17,17,24.1,101.66,-29,1
-18.3,-24.4,59,17,17,24.1,101.36,-28,1
-17.5,-23.8,58,16,13,24.1,101.3,-25,1
-16.3,-22.9,57,12,13,24.1,101.2,-24,1
-16.3,-23.1,56,11,13,24.1,101.16,-24,1
-16.6,-23,58,10,15,24.1,101.07,-25,1
-16.6,-23.8,54,11,13,24.1,101,-24,1
-16.3,-23.7,53,13,19,24.1,100.9,-26,1
-15.6,-23,53,14,19,24.1,100.8,-25,1
-14.5,-22.4,51,14,19,24.1,100.8,-23,1
-14.1,-21.4,54,15,17,24.1,100.73,-22,1
-13.4,-20.3,56,13,15,24.1,100.7,-21,1
-14.4,-20.4,60,11,7,24.1,100.6,-19,1
-14.6,-20.2,62,12,13,24.1,100.57,-22,1
-14,-20.5,58,14,15,24.1,100.5,-22,1
-14.1,-20.8,57,13,17,24.1,100.43,-22,1
-13.9,-20.8,56,15,20,24.1,100.33,-23,1
-12.7,-18.9,60,8,22,24.1,99.17,-22,2
-12.4,-18.5,60,10,19,24.1,99.11,-21,2
-10.5,-16.7,60,11,22,24.1,98.91,-19,1
-10.3,-16.5,60,9,15,24.1,98.91,-17,1
-8.3,-15.1,58,11,26,24.1,98.87,-17,1
-6.8,-14.2,56,11,24,24.1,98.81,-14,1
-5.9,-13.5,55,10,19,24.1,98.74,-13,1
-4.4,-12.3,54,12,20,24.1,98.71,-11,1
-4,-12.3,52,12,32,24.1,98.67,-12,1
-3.2,-11.6,52,10,20,24.1,98.61,-9,1
-2.9,-11.9,50,11,20,24.1,98.54,-9,1
-2.2,-11.2,50,11,19,24.1,98.51,-8,1
-1.9,-10.5,52,11,17,24.1,98.51,-7,1
-2.2,-10.4,53,10,17,24.1,98.51,-8,1
-3,-4.7,88,14,13,9.7,97.61,-8,3
-5.5,-7.2,88,14,9,9.7,97.61,-10,3
-7.2,-9.5,84,12,6,24.1,97.48,-10,2
-6.8,-10.4,75,13,9,24.1,97.48,-11,2
-6.1,-10.3,72,13,11,24.1,97.48,-11,2
-5.6,-10.1,71,12,11,24.1,97.48,-10,2
-15.5,-17.9,82,24,28,24.1,99.11,-26,2
-16.3,-18.8,81,25,30,24.1,99.24,-28,2
-17.1,-19.7,80,25,37,24.1,99.33,-30,2
-18.9,-21.7,79,24,19,24.1,99.48,-29,2
-19.4,-22.3,78,24,13,24.1,99.56,-28,2
-20.3,-23.3,77,24,17,24.1,99.56,-30,2
-21,-24.2,75,24,26,24.1,99.59,-33,2
-23.5,-26,80,23,26,24.1,99.58,-36,2
-24.2,-27.9,71,23,28,24.1,99.59,-38,2
-24.3,-26.9,79,23,22,24.1,99.65,-36,2
-23.8,-26.4,79,22,28,24.1,99.71,-37,2
-23.8,-26.4,79,22,26,24.1,99.77,-37,2
-23.9,-26.5,79,22,28,24.1,99.85,-37,2
-23,-28.7,60,22,28,24.1,99.91,-36,2
-21,-26,64,21,24,24.1,99.96,-33,2
-18.6,-25.5,55,21,30,24.1,99.92,-31,2
-14.6,-16.8,83,21,30,24.1,99.95,-26,2
-14.5,-16.7,83,21,22,24.1,100.03,-24,2
-13.9,-16.6,80,21,15,24.1,100.1,-22,2
-13,-14.5,88,32,4,24.1,100.51,-16,1
-18.6,-22.1,74,35,13,24.1,100.58,-27,2
-19.8,-23.6,72,34,9,24.1,100.6,-27,2
-19.1,-22.7,73,33,7,24.1,100.64,-25,2
-18.9,-22.5,73,33,2,24.1,100.67,-21,2
-14.6,-16.8,83,32,32,24.1,100.75,-26,2
-15.4,-17.7,83,31,22,24.1,100.85,-25,2
-16.4,-18.9,81,27,13,24.1,100.92,-24,2
-17,-19.6,80,23,9,24.1,100.99,-23,2
-18.8,-22.4,73,21,6,24.1,101.02,-24,2
-19,-22.6,73,24,15,24.1,101.02,-28,2
-18.9,-24.1,63,27,17,24.1,101.03,-28,2
-20.9,-24.9,70,22,11,24.1,101.04,-29,2
-21.5,-25.7,69,22,11,24.1,101.03,-29,2
-22.1,-25.4,75,26,13,24.1,101.03,-31,2
-19.8,-23.6,72,27,13,24.1,101.03,-28,2
-20.3,-23.3,77,28,13,24.1,101.05,-29,2
-21.5,-24.7,75,28,6,24.1,101.09,-27,2
-21.7,-25,75,25,7,24.1,101.12,-28,2
-23.3,-26.8,73,24,11,24.1,101.15,-32,2
-24.3,-28,71,22,13,24.1,101.13,-34,2
-21.3,-24.5,75,21,17,24.1,101.17,-31,2
-20.6,-23.7,76,21,7,24.1,101.12,-26,2
-18.6,-21.4,79,2,11,24.1,101,-26,2
-17.8,-21.2,75,3,9,24.1,100.96,-24,2
-17.3,-20.6,75,35,20,24.1,100.93,-27,2
-17,-20.2,76,2,15,24.1,100.95,-25,2
-17,-20.2,76,36,20,24.1,100.98,-27,2
-21.6,-24,81,33,20,24.1,101,-32,2
-21.3,-23.7,81,31,22,24.1,100.99,-33,2
-21.8,-25.1,75,31,22,24.1,100.99,-33,2
-22.6,-25.1,80,31,22,24.1,100.93,-34,2
-22.6,-25.1,80,31,28,24.1,100.62,-36,1
-22.3,-25.7,74,32,32,24.1,100.57,-36,1
-22.7,-25.2,80,32,46,20.9,100.51,-39,1
-22.4,-25.8,74,32,43,19.3,100.57,-38,1
-22,-24.4,81,30,33,22.5,100.48,-36,1
-19.6,-22.5,78,29,28,24.1,100.5,-32,2
-20.9,-24,76,29,32,24.1,100.52,-34,2
-20.9,-24,76,30,32,24.1,100.52,-34,2
-21.2,-24.4,75,29,30,24.1,100.57,-34,2
-21.5,-24.7,75,30,33,24.1,100.64,-35,2
-20.4,-23.5,76,31,24,24.1,100.91,-32,1
-16.9,-19.5,80,30,22,24.1,101.13,-27,2
-16.1,-18.5,82,32,15,24.1,101.11,-24,2
-14.8,-17.1,83,33,22,24.1,101.1,-24,2
-16.5,-19,81,33,22,24.1,101.11,-27,2
-15,-17.3,83,33,19,24.1,101.15,-24,2
-15.3,-17.6,83,33,20,24.1,101.23,-25,2
-16.4,-18.9,81,33,26,24.1,101.33,-27,2
-17.3,-19.9,80,32,20,24.1,101.41,-27,2
-16.9,-19.5,80,28,13,24.1,101.48,-25,2
-17.1,-19.7,80,28,13,24.1,101.51,-25,2
-17.8,-20.5,79,28,15,24.1,101.54,-26,2
-17.4,-20,80,29,9,24.1,101.55,-24,2
-18.2,-20.9,79,30,11,24.1,101.57,-25,2
-19.1,-22,78,29,11,24.1,101.59,-27,2
-22.2,-25.5,74,22,7,24.1,101.64,-28,2
-24.4,-28.1,71,22,11,24.1,101.66,-33,2
-24.8,-28.6,71,22,13,24.1,101.68,-34,2
-25.5,-29.4,70,20,13,24.1,101.7,-35,2
-25,-28.8,71,21,13,24.1,101.72,-34,2
-26.1,-28.9,77,20,13,24.1,101.76,-36,2
-26.8,-32.5,58,20,17,24.1,101.78,-38,2
-24.7,-29.7,63,21,15,24.1,101.81,-35,2
-22.5,-26.9,67,21,15,24.1,101.82,-32,2
-19.6,-25.1,62,20,11,24.1,101.78,-27,2
-14,-17.8,73,19,6,24.1,101.73,-18,2
-13.4,-16.5,77,1,2,24.1,101.67,-15,2
-13.3,-15.4,84,5,2,24.1,101.63,-15,2
-13,-15.5,81,7,2,24.1,101.61,-14,2
-12.6,-15,82,4,2,24.1,101.59,-14,2
-13.2,-15.2,85,6,2,24.1,101.56,-15,2
-14,-15.7,87,5,2,24.1,101.56,-15,2
-14.8,-17.6,79,21,4,24.1,101.55,-18,2
-16.4,-23.8,53,2,9,24.1,100.58,-22,1
-15.1,-22.7,52,35,9,24.1,100.66,-21,1
-20.2,-26,60,6,15,24.1,101.41,-29,2
-20.7,-26.7,59,5,7,24.1,101.49,-26,2
-22.3,-27.8,61,5,7,24.1,101.59,-28,2
-23.5,-28.9,61,4,4,24.1,101.66,-27,2
-24.3,-29.4,63,5,4,24.1,101.71,-28,2
-25.2,-29.8,65,6,7,24.1,101.75,-32,2
-25.8,-30.2,67,6,4,24.1,101.82,-30,2
-21.2,-25.4,69,19,9,24.1,101.34,-28,2
-22.2,-25.9,72,20,11,24.1,101.22,-30,2
-22.1,-25.8,72,20,9,24.1,101.09,-29,2
-22.6,-26.3,72,20,7,24.1,100.94,-29,2
-23.3,-27.1,71,20,4,24.1,100.86,-27,2
-22.5,-26.1,72,19,7,24.1,100.71,-29,2
-22.9,-26.6,72,20,7,24.1,100.57,-29,2
-22.7,-26.5,71,19,11,24.1,100.4,-31,2
-23,-26.8,71,24,6,24.1,100.08,-28,1
-21.1,-24.6,73,22,4,24.1,99.98,-25,1
-18.8,-24.4,61,34,11,24.1,100.54,-26,2
-21.1,-26.2,63,4,9,24.1,100.56,-28,2
-23.1,-29,58,4,7,24.1,100.6,-29,2
-23.9,-30.4,55,6,7,24.1,100.59,-30,2
-25.5,-31.3,58,8,7,24.1,100.6,-32,2
-27.2,-32.5,61,11,4,24.1,100.56,-31,2
-23.5,-29.1,60,16,19,24.1,99.78,-35,1
-21.7,-27,62,16,13,24.1,99.55,-30,1
-20.1,-25.6,61,16,28,19.3,99.3,-32,1
-12.4,-17,68,33,17,24.1,97.17,-20,1
-13,-18,66,33,20,19.3,97.26,-22,1
-29.3,-36,52,35,15,24.1,98.45,-41,1
-29.3,-36.1,52,36,11,24.1,98.52,-39,1
-27.7,-36.3,44,32,26,24.1,99.16,-42,1
-28.3,-37,43,33,22,24.1,99.25,-42,1
-30.6,-38,48,34,20,24.1,99.49,-44,1
-35.1,-41,55,34,7,24.1,99.78,-43,2
-35.5,-41,57,31,4,24.1,99.84,-41,2
-37.3,-42.1,61,31,7,24.1,99.95,-46,2
-31.2,-38.9,47,17,13,24.1,100.19,-42,1
-30.6,-38,48,14,7,24.1,100.13,-38,1
-30.5,-37.5,50,15,13,24.1,100.04,-41,1
-29.6,-36.4,52,15,15,24.1,99.95,-41,1
-28.9,-37.8,42,15,15,24.1,99.86,-40,1
-20.4,-27.8,52,4,6,24.1,99.15,-25,1
-18.2,-25.7,52,2,9,24.1,99.18,-25,1
-17.5,-26,47,3,6,24.1,99.17,-22,1
-17,-25.3,49,3,7,24.1,99.15,-22,1
-2.2,-2.8,96,2,37,19.3,100.68,-10,1
-2.2,-3,94,2,37,19.3,100.57,-10,1
-2.4,-3,96,2,43,19.3,100.57,-11,1
-2.5,-3.1,96,1,37,19.3,100.54,-10,1
-2.5,-3.4,94,2,37,19.3,100.47,-10,1
-2.5,-3.4,94,2,46,19.3,100.44,-11,1
-2.3,-2.9,96,34,37,16.1,100.13,-10,1
-2.7,-3.3,96,34,37,16.1,100.1,-11,1
-2.7,-3.3,96,34,37,16.1,100.07,-11,1
-2.7,-3.3,96,34,46,16.1,100.07,-12,1
-2.7,-3.3,96,33,46,16.1,100.07,-12,1
-2.9,-3.3,97,34,46,16.1,100.03,-12,1
-2.9,-3.3,97,33,46,16.1,100.03,-12,1
-2.8,-3.2,97,34,46,16.1,100.07,-12,1
-3,-3.4,97,34,43,16.1,100.07,-12,1
-3.1,-3.5,97,34,46,19.3,100.07,-12,1
-3.5,-4,96,33,46,19.3,100.1,-13,1
-3.7,-4.2,96,33,50,19.3,100.13,-13,1
